137004086	lakoissa	lakko|lakka	lakka	Liuottimien ja vaarallisten aineiden määrää maaleissa ja	lakoissa	on vähennettävä , mutta siihen tarvitaan suunnitelmaa , joka on mahdollista toteuttaa myös käytännössä .
231204135	Rossin	Rossi|Ross	Rossi	EAMV on nimittänyt saksalaisen Verena	Rossin	, Englannin pankin entisen ekonomistin , ensimmäiseksi toimitusjohtajakseen .
91639463	Rossin	Rossi|Ross	Rossi	Englantilainen kenraali White , joka on työskennellyt tulevissa eurooppalaisissa joukoissa , kohtaa italialaisen kapteeni	Rossin	.
115025521	Rossin	Rossi|Ross	Rossi	Haluan kuitenkin mainita , että kun keskustelin mietinnöstä Bergamolaisen eläkeläisen Caterina	Rossin	kanssa hän sanoi :
231207969	Rossin	Rossi|Ross	Rossi	Äänestin Verena	Rossin	toimitusjohtajaksi nimittämisen puolesta useastakin syystä .
39271117	suitsien	suitsia|suitsea	suitsia	Me annoimme kuitenkin	suitsien	löystyä oikeastaan erittäin kauan , emme tehneet pitkään aikaan käytännöllisesti katsoen mitään tai vain erittäin vähän .
73282747	kuluista	kulu|kulku	kulu	Lisäksi , jollei lainoja makseta takaisin , luotonantaja on oikeutettu velkojan maksamaan korvaukseen viivästyksestä aiheutuneista	kuluista	.
17536598	kuluista	kulu|kulku	kulu	Ennen viimeisen erän maksua Euroopan alueiden neuvosto vaati projektin johtajaa antamaan neuvostolle tositteet kaikista	kuluista	.
28789296	kulut	kulu|kulku	kulu	Patentit ovat yksi keino kattaa	kulut	, eikä Euroopan teollisuus voi missään tapauksessa jäädä näiden biologisten tuotteiden markkinoiden ulkopuolelle , sillä muuten joudumme vuonna 2000 hoitamaan ihmisiä Yhdysvalloista ja Japanista peräisin olevilla lääkkeillä .
70115252	kuluista	kulu|kulku	kulu	Se johtuu myös riskipääoman saatavuudesta , erityisesti riskipääoman	kuluista	, mutta meillä ei luonnollisestikaan ole riittävästi yrittäjyyttä .
217538144	kuluista	kulu|kulku	kulu	Kansalaisten olisi ensin selviydyttävä	kuluista	, joita oikeudellisten menettelyjen käynnistämiseen Yhdysvalloissa liittyy .
101807263	rankaisemista	rankaista|rangaista	rangaista	Mietinnössä ehdotetaan tämäntyyppisten pyrkimysten kieltämistä ja etenkin niistä	rankaisemista	.
148786737	rankaisemaan	rankaista|rangaista	rangaista	Venäjä syyttää varmasti Euroopan unionia kaksinaismoralismista , sillä samalla kun EU pyytää oikeutetusti Venäjää	rankaisemaan	Tšetšenian kauheuksiin syyllistyneitä , EU suojelee kuitenkin näitä terrorismin tukijoita .
170184018	rankaisemisen	rankaista|rangaista	rangaista	Romanialaisten maanviljelijöiden	rankaisemisen	sijaan meidän olisi autettava järjestämällä tukijärjestelmää .
74909969	rankaisemisen	rankaista|rangaista	rangaista	Juuri näin voimme kantaa vastuumme , emme	rankaisemisen	emmekä rangaistusten välityksellä .
86917395	rankaisee	rankaista|rangaista	rangaista	Irlanti on nimittäin useassa mielessä malliesimerkki sellaisesta kasvupolitiikasta , jota Lissabonin huippukokouksessa haluttiin edistää ja josta EU nyt	rankaisee	.
206950901	tuottoisinta	tuottoinen|tuottoisa	tuottoisa	Tämä moderni orjuuden muoto on lisääntynyt hälyttävästi viime vuosina , ja siitä on tullut järjestäytyneen rikollisuuden kolmanneksi	tuottoisinta	toimintaa .
12922988	tuottoisinta	tuottoinen|tuottoisa	tuottoisa	Tästä seuraa , että kiinnostus kohdistuu lähinnä suuriin kaupunkeihin , joissa toimiminen on	tuottoisinta	.
36896621	tuottoisimpana	tuottoinen|tuottoisa	tuottoisa	Kaikkein	tuottoisimpana	liiketoimien joukossa pidetään kansainvälistä valuuttaspekulaatiota .
193202126	tuottoisin	tuottoinen|tuottoisa	tuottoisa	Sanon tämän erityisesti , koska edustan Koillis-Englantia , jossa meillä on valtava Nissanin tehdas Washingtonissa , Tyne ja Wearissa ,	tuottoisin	ja tehokkain autotehdas Euroopassa .
52965860	tuottoisien	tuottoinen|tuottoisa	tuottoisa	itse asiassa juuri suunnattomat velkakertymät ja näiden velkojen hoitoon sekä vajauksien rahoitukseen uhratut huomattavat voimavarat ovat pakottaneet meidät jo vuosikausien ajan hidastamaan yksityisten	tuottoisien	investointien tekoa .
99221296	palaako	palata|palaa	palaa	Näin sen vuoksi , että tähän maailman alueeseen vaikuttaa ratkaisevasti ,	palaako	tämä tärkeä maa , jossa on oma vahva kulttuurinsa , oikeusvaltioperiaatteita nykyistä paremmin noudattavaan , demokraattisempaan uudistuskehitykseen .
144231270	Palaisimme	palata|palaa	palata		Palaisimme	työmarkkinasuhteisiin , jotka perustuvat sääntöihin , joita yksikään parlamentin poliittinen ryhmä ei kuulemani mukaan hyväksyisi .
72077190	palaakin	palata|palaa	palata	” No niin , te voitte lähteä , sillä eroava jäsen	palaakin	taas tehtäväänsä ” .
110427080	palaisimme	palata|palaa	palata	Arvoisa puhemies , pyytäisin teiltä joka tapauksessa , että	palaisimme	keskusteluun , sillä tärkeitä ovat nyt Valencian kokous ja Lähi-idän tilanne .
47611502	palaisimme	palata|palaa	palata	Herra Killilea on juuri saapunut istuntosaliin ja pyytää , mikäli katson sen puhemiehenä sopivaksi , että	palaisimme	kysymykseen nro 28 .
83931069	ajoin	aika|ajo	aika	Parlamentissa keskustelua lainsäädäntöprosessin nopeuttamisesta käydään aika	ajoin	.
240250822	ajoin	aika|ajo	aika	Katson , että tässä Eurooppa-hankkeen kriittisessä käännekohdassa kaikkien EU:n ja jäsenvaltioiden viranomaisten osallistuminen on ratkaisevan tärkeää , jotta tarvittavat toimenpiteet voidaan toteuttaa hyvissä	ajoin	.
117551868	ajoin	aika|ajo	aika	Bulgarian ja Romanian osalta komissio esittää ehdotuksia vahvistetusta liittymistä valmistelevasta strategiasta hyvissä	ajoin	ennen Kööpenhaminassa pidettävää neuvoston kokousta .
156095429	ajoin	aika|ajo	aika	Olemme maatalousalalle sen velkaa , että annamme tuottajille hyvissä	ajoin	eikä vasta aivan viime hetkillä 1 .
101017443	ajoin	aika|ajo	aika	Raportin jättämisellä varhaisessa vaiheessa pyritään antamaan muille Euroopan toimielimille mahdollisuus kertoa hyvissä	ajoin	näkemyksensä raportista Barcelonan Eurooppa-neuvoston valmistelun edistämiseksi .
189298386	Esteistä	Este|Esti	Este		Esteistä	huolimatta se jatkaa humanitaarisen avun ja tuen antamista Gazan alueen väestölle .
95405431	Esteistä	Este|Esti	Este		Esteistä	huolimatta minun on komission jäsentä kuultuani kuitenkin sanottava , että meidän on onniteltava häntä tähänastisesta edistyksestä , ja meidän on onniteltava myös henkilöstön ammattiyhdistystä siitä , että se on ryhtynyt neuvotteluihin ja edistynyt useilla uudistuksen osa-alueilla .
70307747	laskentoja	laskento|laskenta	laskenta	Jos toimisimme perjantaisin samalla tavoin kuin tiistaisin ja keskiviikkoisin , niin tätä keskustelua ja näitä	laskentoja	ei tänään täällä olisi tarvittu .
239365954	paineista	paine|paini	paine	Teknisistä rajoitteista ja muista	paineista	huolimatta tämä mietintö onnistui ainakin saavuttamaan asetetut vähimmäistavoitteet .
57176283	paineista	paine|paini	paine	Onko komission jäsen tietoinen valtavista	paineista	, joita nyt esiintyy ulkoasioita käsittelevien PO:iden ja SCR:n välillä , koska tehtävät aiheuttavat sekaannuksia , koska PO VIII:lla on henkilöstöongelmia esimerkiksi sen takia , että niiden henkilöstöä on siirretty SCR:ään ?
65139482	paineista	paine|paini	paine	En kuitenkaan voi olla mainitsematta , että samat viranomaiset ilmaisivat huolensa niistä	paineista	, joita heihin voi kohdistua jakautumisesta johtuvien kysymysten ratkaisemiseksi , kysymysten , jotka selvästikin edellyttävät joitakin myönnytyksiä .
418540	paineista	paine|paini	paine	Näissä merkeissä , mielestäni tilaisuus on ollut sopiva tasapainon löytymiseen siten , että olemme voineet antaa lausunnon siitä , että näitä elintarvikkeita ei pidetä samanlaisina sekä selvän määritelmän tekemiseksi tämän asiatilan tulkintaan vaikuttavista	paineista	.
107332918	paineista	paine|paini	paine	Arvoisa puhemies , aluksi haluan antaa edustajainhuoneelle tunnustuksen , että se hyväksyi ehdotuksen naisia ja fundamentalismia koskevan mietinnön laatimisesta ja antoi meille siten mahdollisuuden käsitellä tätä huolestuttavaa ongelmaa , käydä tätä keskustelua ja toimittaa sitä seuraavan äänestyksen siihen liittyvistä ongelmista ja	paineista	huolimatta .
196698376	Kattojen	Katto|Katta	Katto		Kattojen	ja lentokoneiden osat ja kaikki vastaavat olisi hävitettävä saman tien lopullisesti .
175033262	normaalitilanne	normaali#tila|normaali#tilanne	normaali#tilanne	Siksi Keniassa on lopetettava ensin väkivalta ja tuhoaminen , jotta maahan voidaan palauttaa	normaalitilanne	.
26803229	tunteihin	tunne|tunti	tunti	Työjärjestyksessä määritelty ajanjakso kestää yhden istuntojakson kyselytunnin lopusta seuraavan istuntojakson alkua edeltäviin	tunteihin	asti ;
46969314	tunteihin	tunne|tunti	tunti	Jotkin pankit keskittivät toisinaan myös vanhasta tottumuksesta suurimman osan toimistaan päivän viimeisiin	tunteihin	ja saivat siten järjestelmän tukkeutumaan .
92157260	tunteihin	tunne|tunti	tunti	Kun halusimme kuitenkin tuoda oman panoksemme Göteborgin huippukokoukseen , joka on ensimmäinen ympäristöasioille omistettu huippukokous , kiirettä ei voitu välttää , kuten ei myöskään pimeän	tunteihin	osunutta valiokuntaäänestystä .
185328538	Osien	Os|Osa	Osa		Osien	toimittajia ei yksinkertaisesti ole tarpeeksi .
197477565	Osien	Os|Osa	Osa		Osien	valmistajien mukaan autojen kokoonpanoyritykset eivät ole riittävän kunnianhimoisia .
41258360	Osien	Os|Osa	Osa		Osien	saattaminen taas yhteen on suuri tehtävä , jonka on liityttävä tähän lähentymishankkeeseen .
93101657	Osien	Os|Osa	Osa		Osien	suuri paino aiheuttaa usein ongelmia rakennustelineitä pystyttäville ihmisille .
189094864	Loin	loka|luo	Loin	Milloin julkaistaan Rue de la	Loin	arkkitehtikilpailun tulokset ?
106687675	luurankoja	luu#ranko|luu#ranka	luu#ranko	Kaikilla kansoilla on menneisyydessä	luurankoja	kaapissa .
17942143	luurangoille	luu#ranko|luu#ranka	luu#ranko	Jos näin ei ole , mitä tuhottujen eläinten	luurangoille	tehdään ?
163807143	luurankoja	luu#ranko|luu#ranka	luu#ranko	Korruptiota torjuvilla ei saisi olla minkäänlaisia	luurankoja	kaapeissaan , ja se onkin asia , joka Euroopan unionin ja Yhdysvaltojen on selvitettävä yhdessä .
61814903	luurankoja	luu#ranko|luu#ranka	luu#ranko	Eivät kai jäsenvaltiot pelkää nykyisiä ja tulevia	luurankoja	omissa kaapeissaan halutessaan säilyttää päävastuun itsellään unionin alueella ?
123040216	luurankoja	luu#ranko|luu#ranka	luu#ranko	Ministerineuvosto ei kannata tutkintavaliokuntaa , koska sillä on todennäköisesti liian paljon	luurankoja	kaapissaan .
143938889	tutkinnoista	tutkinta|tutkinto	tutkinto	Vaikka Europass-kansio onkin vain ” pehmeä ” todiste	tutkinnoista	ja pätevyyksistä eikä se ole juridisesti sitova , se on kuitenkin erittäin tärkeä ja auttaa osan koulutusajastaan ulkomailla ammattikoulutuksessa viettäviä nuoria ja liikkuvia ihmisiä esittämään selkeän ja ymmärrettävän yhteenvedon saavutuksistaan , tutkinnoistaan ja taidoistaan muodossa , jota voidaan enemmän tai vähemmän vertailla kaikkialla Euroopassa .
220223472	tutkinnoissa	tutkinta|tutkinto	tutkinto	Esiin nousevat ja laajalle levinneet todisteet Yhdistyneen kuningaskunnan ja Yhdysvaltojen joukkojen ilmeisestä irakilaisten vankien pahoinpitelystä edellyttävät käsittelyä korkeimmalla tasolla , myös tulevassa huippukokouksessa ja riippumattomissa	tutkinnoissa	.
98200662	tutkintojaan	tutkinta|tutkinto	tutkinto	Maassamme on mielestäni nurinkurinen koulutusjärjestelmä , jonka vuoksi Kreikan valtio lähettää nämä nuoret opiskelemaan ulkomaille tunnustamatta kuitenkaan myöhemmin heidän ulkomaisia	tutkintojaan	.
118885504	tutkinnoista	tutkinta|tutkinto	tutkinto	On totta , että uusien jäsenvaltioiden tuoma väestönlisäys on vain 20 prosenttia ja tulonlisäys vain 5 prosenttia , mutta näiden maiden opiskelijat suorittavat 25 prosenttia vuosittain luonnontieteiden ja insinööritieteiden alalla saavutetuista	tutkinnoista	.
110211849	tutkintojaan	tutkinta|tutkinto	tutkinto	Yksi mainituista kohdista on selvitys opiskelijoiden liikkuvuudesta , joka kärsii tietysti siitä , että moni opiskelija ei lähde ulkomaille , koska hänen on erittäin vaikea saada	tutkintojaan	tunnustetuksi .
44953330	satamatoiminnoista	satama#toiminta|satama#toiminto	satama#toiminta	Suuri osa	satamatoiminnoista	ja satamapalveluista on kuitenkin yleisen kiinnostuksen kohteena olevia toimia , ja niitä ei sen vuoksi voi vertailla .
75599678	satamatoiminnoissa	satama#toiminta|satama#toiminto	satama#toiminta	Yhtenä ensisijaisista tavoitteista on parantaa tehokkuutta	satamatoiminnoissa	ja vähentää alusten satamassa käyttämää aikaa .
29795270	Euroissa	Euro|Eura	Euro		Euroissa	, sitten kun se on käytössä …
80456281	Euroina	Euro|Eura	Euro		Euroina	laskettaessa se tarkoittaa noin 5 :
79485439	siirtymävuosi	siirtymä#vuosi|siirtymä#vuo	siirtymä#vuosi	Tämä on ehkä jonkinlainen	siirtymävuosi	, jolloin meillä on takana viime vuoden hermoja raastavat tapahtumat ja edessä kukaties ensi vuoden hermoja raastavat tapahtumat .
236217625	arvoisia	arvoinen|arvoisa	arvoisa	Kysymys kuuluu , ovatko sen tulokset tämän suuren investoinnin	arvoisia	.
149588345	arvoisia	arvoinen|arvoisa	arvoisa	Ihmiset ovat kuitenkin luotettavia vain , jos he ovat luottamuksen	arvoisia	.
226045916	arvoisia	arvoinen|arvoisa	arvoisa	Arvoisa puhemies , haluan todella kiittää teitä ja kaikki	arvoisia	jäseniä , jotka ovat osallistuneet tähän erittäin merkittävään , keskittyneeseen ja harkittuun keskusteluun tänään .
22557587	arvoisia	arvoinen|arvoisa	arvoisa	Arvoisa puhemies , haluan kiittää	arvoisia	parlamentin jäseniä heidän arvokkaista kannanotoistaan .
99293035	arvoisien	arvoinen|arvoisa	arvoisa	Arvoisa puhemies ,	arvoisien	parlamentin jäsenten tavoin komissio suhtautuu myönteisesti Burmassa / Myanmarissa tapahtuneeseen - voisi sanoa myönteiseen - kehitykseen , etenkin Aung San Suu Kyin ja valtaa pitävän SPDC:n väliseen vuoropuheluun , yhä useampien poliittisten vankien vapauttamiseen ja 20 Kansallisen demokraattisen liiton puoluetoimiston avaamiseen .
112273666	torjunta-ainejäämien	torjunta-aine#jäämi|torjunta-aine#jäämä	torjunta-aine#jäämä	Torjunta-aineita koskevassa politiikassa ei saa keskittyä ainoastaan aineiden sallimiseen , kuten tässä direktiivissä tehdään , varsinkaan siksi , että tällä direktiivillä ei kyetä pysäyttämään torjunta-aineiden käytön kasvua ja riippuvaisuutta niistä sekä	torjunta-ainejäämien	kasvua vedessä ja elintarvikkeissa .
172958369	torjunta-ainejäämien	torjunta-aine#jäämi|torjunta-aine#jäämä	torjunta-aine#jäämä	Aikarajojen supistamisen tavoitteena valvonnan käsittävässä sääntelymenettelyssä , joka sisältyy ehdotukseen Euroopan parlamentin ja neuvoston asetukseksi	torjunta-ainejäämien	enimmäismääristä kasvi- ja eläinperäisissä elintarvikkeissa ja rehuissa tai niiden pinnalla annetun asetuksen ( EY ) N:o 396/2005 muuttamiseksi , on komissiolle siirrettyä täytäntöönpanovaltaa käytettäessä saattaa prosessi päätökseen torjunta-ainejäämien sallitun enimmäismäärän soveltamisesta hyväksymiseen alle vuodessa .
195475918	torjunta-ainejäämien	torjunta-aine#jäämi|torjunta-aine#jäämä	torjunta-aine#jäämä	Kaikki ne , jotka myyvä tai käyttävät kasvinsuojeluaineita ilman hyväksyntää tai eivät tarkista	torjunta-ainejäämien	raja-arvoja , paitsi aiheuttavat vältettävissä olevia riskejä myös heikentävät tuotteiden valmistajien ja maatalouden mainetta .
170590384	torjunta-ainejäämien	torjunta-aine#jäämi|torjunta-aine#jäämä	torjunta-aine#jäämä	Korostan , että myös niiden sisältämiä torjunta-ainejäämiä valvotaan	torjunta-ainejäämien	sallittua enimmäistasoa koskevan toisen asetuksen nojalla .
177746598	torjunta-ainejäämien	torjunta-aine#jäämi|torjunta-aine#jäämä	torjunta-aine#jäämä	Saamme nyt aavistuksen kaikkialla läsnä olevien	torjunta-ainejäämien	haitallisista pitkäaikaisvaikutuksista , joita ovat syöpä , sisäerityshäiriöt , miesten vähentynyt hedelmällisyys , heikentyneet immuunipuolustusjärjestelmät ja käytösongelmat .
38385569	kulttuuritoimintoihin	kulttuuri#toiminta|kulttuuri#toiminto	kulttuuri#toiminta	Ohjelma on mahdollistanut 20 000 nuoren osallistumisen taide- ja	kulttuuritoimintoihin	, miltei 10 000 näytelmän ja näyttelyn levittämisen , 60 harjoittelupaikan luomisen ja paljon muita toimintoja .
38385490	kulttuuritoimintoja	kulttuuri#toiminta|kulttuuri#toiminto	kulttuuri#toiminta	Toisen kulttuuriohjelman , Kaleidoskoopin , puitteissa yhteisö tukee taide- ja	kulttuuritoimintoja	, joihin sisältyy eurooppalainen ulottuvuus .
38385594	kulttuuritoimintojen	kulttuuri#toiminta|kulttuuri#toiminto	kulttuuri#toiminta	Lyhyesti sanottuna Kaleidoskooppi-ohjelma on tukenut unionin taide- ja	kulttuuritoimintojen	kehitystä ja säilyttämistä tavalla , jota ei voi aliarvioida .
154861595	kulttuuritoimintoja	kulttuuri#toiminta|kulttuuri#toiminto	kulttuuri#toiminta	Kollegamme de Sarnez’n suositusten mukaan eurooppalaiset pitävät	kulttuuritoimintoja	yhteisen hankkeemme oleellisena osana .
144816823	kulttuuritoimintojen	kulttuuri#toiminta|kulttuuri#toiminto	kulttuuri#toiminta	Jo kilpailu sinänsä tarjoaa näin mahdollisuuden yhteisten	kulttuuritoimintojen	harjoittamiseen kaikissa kilpailevissa kaupungeissa .
185502798	Asemien	Asema|Asemi	Asema		Asemien	lippumyymälät myivät käsinkirjoitettuja lippuja joka puolille Eurooppaa ja antoivat tietoja junien palveluista .
48437722	kalastustoiminnoille	kalastus#toiminta|kalastus#toiminto	kalastus#toiminta	Näin voidaan ottaa mukaan myös todelliset innovaatiot ja tärkeät tasapainotekijät kalastuksen ja ympäristön välillä yhteisön resurssien ylläpitämiseksi ja myös huomattavien mahdollisuuksien tarjoamiseksi niille	kalastustoiminnoille	, jotka liittyvät ennen kaikkea ympäristön tasapainoon , pienimuotoiseen kalastukseen sekä uusien työtehtävien etsimiseen , joita kalastusala voi luonnollisesti yhä tarjota vahvasti työttömyyden leimaamassa Euroopassa .
77543004	perustajaisien	perustaja#isi|perustaja#isä	perustaja#isä	Emmekö olisi tällä tavoin lähempänä	perustajaisien	tarkoittamaa mallia ?
200536996	perustajaisien	perustaja#isi|perustaja#isä	perustaja#isä	Meidän on palattava Euroopan unionin	perustajaisien	alkuperäisiin ajatuksiin ja käsitteisiin , ja he olivat kristillisdemokraatteja .
8453635	perustajaisiensä	perustaja#isi|perustaja#isä	perustaja#isä	Haluamme Euroopan , joka ei petä	perustajaisiensä	henkeä , jotka näkivät Euroopan voiman juuri sen poliittisessa ulottuvuudessa ;
213367655	perustajaisien	perustaja#isi|perustaja#isä	perustaja#isä	Tämä oli myös talous- ja rahaliiton	perustajaisien	taka-ajatus .
63680247	perustajaisien	perustaja#isi|perustaja#isä	perustaja#isä	Me edustamme myös tänään Euroopan kansanpuolueen ( kristillisdemokraattien ) ja Euroopan demokraattien ryhmänä Euroopan yhdentymisen	perustajaisien	arvoja - Robert Schumanin , Alcide de Gasperin , Konrad Adenauerin ja Winston Churchillin ja monien muiden - , ja nämä Euroopan perustajien arvot ovat meidän arvojamme myös nyt vuonna 2000 .
92038294	vaaleilla	vaalea|vaali	vaali	Meitä hämmentää myös se , että puhutaan kansallisten parlamenttien roolista , ennen kuin omalle parlamentillemme viimeinkin tunnustetaan ne etuoikeudet , jotka kuuluvat yleisillä ja suorilla	vaaleilla	valitulle toimielimelle .
105852936	vaaleihin	vaalea|vaali	vaali	Sen ponnistelut demokraattisten oikeuksien puolesta ovat merkittäviä , ja se osallistuu	vaaleihin	.
87763192	vaaleihin	vaalea|vaali	vaali	Näyttää siltä , että Euroopan kansanpuolue pyrkii mitätöimään kaikki sosialistien puheenvuorot ja syyttämään niitä puoluepoliittisista tai	vaaleihin	liittyvistä tarkoitusperistä .
232515972	vaaleihin	vaalea|vaali	vaali	Uskon , että tämän ansiosta Euroopan parlamentin	vaaleihin	osallistutaan enemmän .
230602680	vaaleilla	vaalea|vaali	vaali	Se ei ole vain oikeutemme vaan velvollisuutemme	vaaleilla	valittuina eurooppalaisten edustajina .
114956803	meluisimmista	meluinen|meluisa	meluisa	Lisäksi direktiivissä säädetään , että	meluisimmista	ilma-aluksista on maksettava enemmän , sillä ne aiheuttavat enemmän haittaa .
114956820	meluisimmasta	meluinen|meluisa	meluisa	Komission ehdotuksessa tarkennetaan , että	meluisimmasta	ilma-aluksesta ei pitäisi joutua maksamaan korkeampaa melumaksua kuin jonkin verran hiljaisemmiksi luokitelluista ilma-aluksista .
35438657	meluisimpia	meluinen|meluisa	meluisa	Ensimmäinen luku kattaa lentokoneet , jotka olivat tuohon aikaan kaikkein	meluisimpia	ja joita ei enää saa käyttää .
68320570	meluisien	meluinen|meluisa	meluisa	Olemme oikeutetusti päättäneet aikaisemmin niitä koskevista säännöistä , jotka ovat paremmat kuin muualla maailmassa ja jotka merkitsevät Tupolevien , Concorden ja vanhojen	meluisien	lentokoneiden aikakauden loppua .
70253394	meluisimmille	meluinen|meluisa	meluisa	Joillakin lentoasemilla tätä ollaan jo toteuttamassa siten , että julistetaan lentokieltoja kaikkein	meluisimmille	lentokoneille tai tietyille yölennoille .
5378994	Rossiin	Ross|Rossi	Rossiin	Sen lisäksi hän pitää kiinteästi yhteyttä amerikkalaiseen virkaveljeensä Dennis	Rossiin	.
85990184	Rossille	Ross|Rossi	Rossille	Selitin eläkeläisystävälleni Giuseppe	Rossille	, joka saattoi minut lentokentälle , kun olin lähdössä Bergamosta Brysseliin , että tämän asetuksen tarkoituksena on säästää energiaa , kun toimistotyöntekijät poistuvat toimistosta ja jättävät tietokoneet päälle ns. lepotilaan .
115110708	kylvetty	kylpeä|kylvää	kylvää	ensiksikin tämän syksyn korsirehusato on menetetty , ja toiseksi	kylvetty	talvikauden viljasato ei ehdi kypsyä ensi vuodeksi .
79746943	kylvetään	kylpeä|kylvää	kylvää	Mietinnöissä korostetaan vähemmän sitä seikkaa , että valtaosa miinoista on valmistettu muualla kuin niissä maissa , jonne ne	kylvetään	.
68186294	kylvetty	kylpeä|kylvää	kylvää	Lisäksi virnan kysyntä karjan rehuksi kasvaa koko ajan , mitä ainakin Espanjassa osoittaa se , että kolmen viime markkinointivuoden aikana	kylvetty	ala on ylittänyt ehdotetun taatun enimmäispinta-alan keskimäärin 100 000 hehtaarilla kunakin markkinointivuonna .
227313187	kylvetään	kylpeä|kylvää	kylpeä	Niiden , jotka haluavat muun maailman uskovan , että kaikki ulkoiseen solidaarisuuteen käytetyt rahamme	kylvetään	tuhlailevasti ympäri maailmaa , kannattaisi siis lukea uudelleen Yhdistyneiden Kansakuntien Inhimillisen kehityksen raportissa esitetyt tilastot .
14116361	kylvetään	kylpeä|kylvää	kylvää	Minä olen itse jo tyytyväinen , jos me saisimme aikaan , että vuosittain raivataan selvästi enemmän miinoja kuin niitä	kylvetään	maahan .
124344694	mieluisia	mieluisa|mieluinen	mieluisa	Niinpä monet näistä eläimistä ovat pyytäneet minulta sitä , että - omalla vähäisellä panoksellani , omalla äänelläni - nämä kokeet , jotka eivät ole niille	mieluisia	, lopetetaan .
87033077	mieluisimmat	mieluisa|mieluinen	mieluisa	Eli jos tarkastelemme , mitkä ovat Euroopan investointirahaston rahoituksessa	mieluisimmat	kohteet :
50735306	mieluisia	mieluisa|mieluinen	mieluisa	Useimmat puhujat ovat todenneet , että viime viikon tapahtumat eivät ole olleet meille	mieluisia	, mutta ehkä se kuitenkin oli välttämätön purkaus sekä ilman puhdistamiseksi parlamentin ja komission välillä että voidaksemme pitkällä aikavälillä palauttaa kansalaisten luottamuksen unioniin .
30775549	mieluisia	mieluisa|mieluinen	mieluisa	Toiseksi haluaisin myös neuvoa kollegoja vastustamaan nykyaikaista imperialismin muotoa , jossa ajatellaan , että ne ratkaisut , joiden päätämme itse olevan oikeita ratkaisuja Euroopassa , ovat ilman muuta	mieluisia	niille kansoille , jotka ovat osallisina konflikteissa joillakin muilla maailman mantereilla .
166416666	mieluisia	mieluisa|mieluinen	mieluisa	Eurooppalaiset - myös me täällä parlamentissa - olivat kykenemättömiä tukemaan demokraattisesti valittua hallitusta , jonka kaikki osapuolet eivät olleet heistä	mieluisia	eivätkä hyväksyttäviä .
56659712	puhelinkoppien	puhelin#koppa|puhelin#koppi	puhelin#koppi	Saapuessamme johonkin niistä meillä olisi myös oltava mahdollisuus istuskella hetkinen yhdessä suurten	puhelinkoppien	edessä olevilla istuimilla .
29536876	hätätilanne	hätä#tila|hätä#tilanne	hätä#tilanne	Kattavaan keskusteluun voidaan päästä , kunhan	hätätilanne	on ratkaistu ja kunhan toimitaan tämän parlamentin viime vuonna Fabra Vallésin mietinnön pohjalta äänestämien päätösten mukaisesti .
231675791	hätätilanne	hätä#tila|hätä#tilanne	hätä#tilanne	Nykyinen	hätätilanne	edellyttää yhteisen turvapaikkajärjestelmän käyttöönottoa sekä jaettua vastuuta ( mukaan lukien tilapäinen suojelumekanismi ) sekä nykyistä enemmän tarjontaa pakolaisten uudelleensijoituksessa .
230468570	hätätilanne	hätä#tila|hätä#tilanne	hätä#tilanne	Esityslistalla on seuraavana neuvoston ja komission julkilausumat Japanin tilanteesta ydinvoimalaitosten	hätätilanne	mukaan lukien .
188423232	hätätilanne	hätä#tila|hätä#tilanne	hätä#tilanne	Kiistasta aiheutunut	hätätilanne	toi esiin monia kysymyksiä .
196345494	hätätilanne	hätä#tila|hätä#tilanne	hätä#tilanne	Ensiksi meidän on huolehdittava sen varmistamisesta , että	hätätilanne	ei laajene , ja tehtävä siten esimerkiksi selväksi , että kukaan , joka saa julkista rahaa EU:lta , ei saa irtisanoa työntekijöitä .
233642598	pinnalla	pinta|pinna	pinta	Toivon , että korkea edustaja , joka ei ole täällä tänään , ottaa tämän asian esiin paitsi Kiinan myös Nepalin kanssa , sillä Nepalin oma orastava demokratia pidetään	pinnalla	osaksi EU:n veronmaksajien rahoilla maksettavan taloudellisen tuen avulla .
210419980	pinnalla	pinta|pinna	pinna	Se koskee merenkulkua veden	pinnalla	ja alla , kalastusta sekä resursseja primaarienergiamuotojen ja raaka-aineiden muodossa .
9927748	pinnalla	pinta|pinna	pinta	Yhdenmukaistaessamme olemassa olevia säädöksiä ja yhteisön yhteistyötä haluaisimme kuitenkin pitää jalat maan	pinnalla	ja kysyä , uskooko komissio tosiaankin itse vuoden 1995 sopimuksen vahvistamiseen .
39701853	pinnalla	pinta|pinna	pinta	Tässäkin keskustelussa tulee pitää jalat tiukasti maan	pinnalla	ja tosiasiat hyvin esillä eikä lähteä mukaan ympäristöjärjestöjen rahastusmekanismeihin .
32249090	pinnan	pinta|pinna	pinta	Haluamme vauraan ja dynaamisen Euroopan ja tiedämme , ettei sitä voi rakentaa sellaisen Euroopan perustalle , jossa suvaitsemattomuus , äärimmäinen kansallismielisyys ja konfliktit ovat vallalla tai kytevät aivan	pinnan	alla .
100945114	sekistä	sekki|sek	sekki	Haluan , että sekit eivät kuulu samanlaisten kustannusten periaatteen piiriin , josta puhutaan 3 artiklassa , koska yhä useammat pankit oikeastaan haluavat päästä eroon rajatylittävästä	sekistä	.
