TOKENID	WORDFORM	LEMMACANDIDATES	GOLDLEMMA	TEXTBEFORE	WORD	TEXTAFTER
195631098	geboten	bieten|gebieten	bieten	Die wichtigen Fragen werden bei Veranstaltungen mit größter Beteiligung und Öffentlichkeit diskutiert oder zumindest werden dabei Lösungen gesucht und Antworten	geboten	.
6063255	geboten	bieten|gebieten	gebieten	Wie Sie sich sicherlich erinnern werden , hatte unser Parlament diesem „ horizontalen Ansatz “ zugestimmt , obwohl uns natürlich bewußt war , daß bei der konkreten Umsetzung in der Praxis höchste Wachsamkeit	geboten	sein würde .
98598661	geboten	bieten|gebieten	bieten	Wir haben ebenfalls für die Änderungsanträge gestimmt , mit denen kürzere Einführungsfristen für die jeweiligen Maßnahmen festgelegt werden sollen , denn was nützen Maßnahmen im Sinne der Interessen der Gesellschaft , wenn die Einführungsfristen in eine mehr oder weniger unbestimmte Zukunft verschoben werden , so dass den Privatinteressen Umgehungsmöglichkeiten	geboten	werden ?
108449617	gebraucht	brauchen|gebrauchen	brauchen	Diese erfahrenen Menschen werden in unseren Unternehmen noch	gebraucht	.
140047850	gebraucht	brauchen|gebrauchen	brauchen	Es werden generell mehr Frauen in führenden Positionen	gebraucht	, nicht zuletzt in der Politik .
174917357	gebraucht	brauchen|gebrauchen	gebrauchen	Das Wichtigste aber ist vermutlich ein Satz , den Sie bestimmt kennen , ein Satz , den die heutige Jugend immer mehr	gebraucht	:
195153888	gebraucht	brauchen|gebrauchen	brauchen	Ich möchte um Entschuldigung dafür bitten , dass ich solange	gebraucht	habe .
19940247	gebraucht	brauchen|gebrauchen	brauchen	Wir haben eine ziemliche Weile	gebraucht	, bevor wir herausgefunden haben , was die betreffenden Gelehrten denn nun eigentlich gesagt haben .
220450331	gebraucht	brauchen|gebrauchen	brauchen	Was wir	gebraucht	hätten , ist eine eindeutige Position , die Abschaffung von Finanzderivaten und Hedge-Fonds bei gleichzeitiger Sicherstellung von wirksamer öffentlicher und politischer Kontrolle über den gesamten Finanzsektor , insbesondere über finanzielle Transaktionen , und eine weltweite Abschaffung von Steueroasen .
231860745	gebraucht	brauchen|gebrauchen	brauchen	Jedes Unternehmen wird	gebraucht	, wenn es um Innovation und um Neuerungen geht - die Patente , die wir zurzeit durchsetzen , fallen mir ein - , wenn es um kleine und mittlere Unternehmen geht , die Finanzierungen erhalten und sich mit weniger komplexer Verwaltung und Bürokratie auseinandersetzen sollen , wenn es um sicheren Online-Handel und wenn es um die Teilnahme am öffentlichen Auftragswesen geht , auf das ich gleich zu sprechen kommen .
34846698	gebraucht	brauchen|gebrauchen	brauchen	Ebenso möchte ich betonen , daß es natürlich ein Problem gibt , daß ein Weg gefunden werden muß , Hilfe zu leisten , denn das Ausmaß der Zerstörungen ist außerordentlich groß , und auch wir müssen uns an der Suche nach diesem Weg beteiligen und keine Haushaltszeilen abschaffen , wenn diese doch	gebraucht	werden .
66853957	gebraucht	brauchen|gebrauchen	brauchen	Der Ministerrat hat also in der Tat sehr viel Zeit	gebraucht	, um sich auf einen Gemeinsamen Standpunkt zu einigen , denn dieser kam erst im Oktober 1999 zustande .
84814659	gebraucht	brauchen|gebrauchen	gebrauchen	Menschenrechte sind ein Wert an sich , der dahinschwindet , wenn man ihn im Einzelfall als Mittel	gebraucht	, um andere , an sich legitime Ziele zu erreichen oder man selbst gröbste Menschenrechtsverletzungen aus handelspolitischen oder anderen Gründen totschweigt .
123483228	Bremsen	Bremse|Bremsen	Bremse	Man könnte sich falschen Hoffnungen hingeben und behaupten , die	Bremsen	lägen im gesellschaftlichen Leben selbst , in seiner Schwerfälligkeit , und das Europäische Parlament könne , indem es Prinzipien wieder und wieder wiederholt , zumindest der Gesellschaft vorauseilen .
146029755	Bremsen	Bremse|Bremsen	Bremse	Wenn Gesellschaften anfangen , hasserfüllte Reden zu tolerieren , wenn extremistische Politiker sich ungestraft abschätzig über andere Kulturen äußern können , dann haben die	Bremsen	versagt .
165471484	Bremsen	Bremse|Bremsen	Bremse	Ich gebe mich jedoch nicht mit einem Roller zufrieden , sondern möchte einfach ein besseres Rad , eines mit	Bremsen	sollte es sein .
29778289	Bremsen	Bremse|Bremsen	Bremse	Die Bemühungen des Kollegen Tindemans erinnern mich an die in diesem Parlament von dem verstorbenen Altiero Spinelli unternommenen Anstrengungen , der hier von diesen Bänken aus , von denen heute	Bremsen	gezogen werden , mit denen wir nicht immer einverstanden sein können , dafür plädierte und dafür kämpfte , daß Europa zu einem politischen Gebilde werden möge und sich daher mit einer Gemeinsamen Außen- und Verteidigungspolitik ausstatten sollte .
39317934	Bremsen	Bremse|Bremsen	Bremse	Es wäre zynisch , angesichts der wachsenden Armut in Lateinamerika , wenn wir einmal mehr die Gelegenheit verpassen würden ,	Bremsen	in das Finanzkarussel einzubauen .
5286344	Bremsen	Bremse|Bremsen	Bremse	Ich möchte den Rat und die Kommission auf die Besorgnisse des Europäischen Parlaments hinweisen , die in erster Lesung insbesondere hinsichtlich der Verwendung von Anhängern ohne	Bremsen	, die nach dem Vorschlag bis zu einem Gewicht von 750 Kilogramm erlaubt ist , zum Ausdruck gebracht wurden .
66727902	Bremsen	Bremse|Bremsen	Bremse	Der schlimmste Fall war ein polnischer Lkw , dessen Zugmaschine überhaupt keine	Bremsen	hatte , dessen Fracht mangelhaft befestigt war und dessen Bremsen am Auflieger schlecht funktionierten .
66727912	Bremsen	Bremse|Bremsen	Bremse	Der schlimmste Fall war ein polnischer Lkw , dessen Zugmaschine überhaupt keine Bremsen hatte , dessen Fracht mangelhaft befestigt war und dessen	Bremsen	am Auflieger schlecht funktionierten .
71407883	Bremsen	Bremse|Bremsen	Bremse	Es geht um die russischen Güterwaggons , bei denen - zum Beispiel bei Kupplungen und	Bremsen	- andere technische Lösungen angewandt werden als in den Mitgliedstaaten , .
90127953	Bremsen	Bremse|Bremsen	Bremse	Erinnern Sie sich mal , wenn Sie einen richtig schönen Frachtzug in der Nacht hören , der ist laut , der stinkt , und die	Bremsen	quietschen .
150940916	Dachs	Dach|Dachs	Dachs	Andere in den Geltungsbereich dieses Vorschlags fallende Tiere , darunter der Marder und der	Dachs	, sind in bestimmten Gebieten ebenfalls geschützt oder leben in einem Reservat .
150949636	Dachs	Dach|Dachs	Dachs	“ , denn für jede Bisamratte oder jeden	Dachs	, die eine Gefahr darstellen , gehen zehn Silberfüchse in die Falle , mit denen sich Profit machen lässt .
155857272	Dachs	Dach|Dachs	Dach	Immer wieder haben wir die völlig unentschuldbare und brutale Art und Weise , in der das chinesische Regime eine kleine friedliebende Nation in der Abgeschiedenheit des „	Dachs	der Welt “ behandelt , scharf verurteilt .
182820726	Dachs	Dach|Dachs	Dachs	Der	Dachs	ist laut Berner Konvention eine geschützte Tierart .
182820745	Dachs	Dach|Dachs	Dachs	Wie soll ein Landwirt sich und seine Herde vor einem	Dachs	mit Tbc schützen , und wer trägt die Kosten , wenn es ein Problem gibt ?
27746052	Dachs	Dach|Dachs	Dach	Vor allem sind die Verstrebungen , die zur Stütze des	Dachs	der Betonhülle angebracht wurden , im Inneren des Sarkophags nicht zuverlässig abgestützt .
134575909	gedacht	denken|gedenken	denken	Allerdings ist dieses Programm doch wohl ursprünglich dazu	gedacht	gewesen , durch Ergänzung von auf nationaler Ebene durchgeführten Maßnahmen einen europäischen Zusatznutzen zu erbringen .
159033521	gedacht	denken|gedenken	denken	Ich möchte vor diesem Hohen Hause unterstreichen , dass diese Hilfe direkt für Arbeitnehmer	gedacht	ist und dass ihr Hauptziel darin besteht , Menschen wieder in Arbeit zu bringen , was in meinen Augen sehr positiv ist .
189160720	gedacht	denken|gedenken	denken	Die Kriterien von Kopenhagen sind speziell für Beitrittskandidaten der Union	gedacht	.
201139374	gedacht	denken|gedenken	denken	Die Hilfe muss bei außergewöhnlichen und vorübergehenden finanziellen Schwierigkeiten in diesen Ländern gewährt werden und ist nicht für andere Zwecke	gedacht	.
42433027	gedacht	denken|gedenken	denken	Ich habe in diesen Tagen oft an ein hübsches Wort von Churchill	gedacht	:
49713286	gedacht	denken|gedenken	gedenken	Diese Empfehlung , die das Parlament morgen verabschieden wird , war für die Ratspräsidentschaft	gedacht	.
62336316	gedacht	denken|gedenken	denken	Hier zeigt sich einmal mehr , wie ich hervorheben möchte , daß vor der Erweiterung der Europäischen Union zuerst die Beziehungen zwischen den Mitgliedstaaten , und zwar auch die politischen Beziehungen , enger gestaltet werden müssen , und danach kann dann an ihre Ausdehnung	gedacht	werden .
80488572	gedacht	denken|gedenken	gedenken	Auch ich habe heute Morgen schon an die Ereignisse in Florida	gedacht	, Herr van Hulten .
80638421	gedacht	denken|gedenken	denken	Außerdem muss an die Förderung und Unterstützung der auf nationaler oder transnationaler Grundlage geschlossenen Verhaltenskodexe der Versicherer sowie die Erörterung all dieser Fragen auf einem jährlichen Forum	gedacht	werden .
85832050	gedacht	denken|gedenken	denken	Ich glaube , dieses ganze Verfahren ist auch ein schönes Beispiel dafür , dass der Rat künftig öffentlich tagen sollte , denn manche Dinge , die da vorgetragen wurden , hätten den Bürger von Griechenland bis Irland und von Italien bis Finnland sehr interessiert , und er hätte	gedacht	, was bringen da meine Regierungen vor , wir wollen einen höheren Schutz !
125976987	Dosen	Dose|Dosis	Dose	Was die Auswirkungen auf den Handel mit den AKP -Ländern betrifft , so liegt der Grund , aus dem wir diese für gering halten , in der Tatsache , dass es sich um Thunkonserven handelt , und - wie Sie wissen - besteht ein gewisser Unterschied zwischen Thunfisch in	Dosen	und unverarbeitetem Thunfisch , der auf einen industriellen Prozess zurückzuführen ist , welcher in Sektoren und nach Verfahren erfolgt , in die unsere Gemeinschaftsindustrie in starkem Maße einbezogen ist .
15351183	Dosen	Dose|Dosis	Dose	Ist dies eine so wichtige Frage , daß ein Mitgliedstaat aus Umweltgründen , unter Hinweis auf die Umweltgarantie , fordern könnte , daß importierte Flaschen ,	Dosen	und ähnliches an das System des eigenen Landes angepaßt sein sollen ?
15773200	Dosen	Dose|Dosis	Dose	Als die Grenzkontrollen abgeschafft wurden , wurden bereits vorher vorhandene Flaschen , Dosen usw. leider mit einer Menge anderer Kunstofflaschen ,	Dosen	und Glas vermischt , die nicht in unser bestehendes System passen .
176973652	Dosen	Dose|Dosis	Dose	Sie sortieren	Dosen	und Flaschen und bereiten sie für den Recyclingprozess vor .
182646421	Dosen	Dose|Dosis	Dosis	„ Aufgrund der verfügbaren Informationen wird geschlussfolgert , dass die Belastung mit abgereichertem Uran keine nachweisbaren Wirkungen auf die Gesundheit hervorrufen könnte , wie aus realistischen Hypothesen in Bezug auf die angeblich aufgenommenen	Dosen	hervorgeht “ .
30063187	Dosen	Dose|Dosis	Dose	Wenn diese Informationen zur Verfügung stehen und Vertrauen in das Produkt geschaffen wurde , so bin ich sicher , daß sich bei einigen der früh auf den Markt gebrachten Produkte - ich beziehe mich beispielsweise auf das genetisch veränderte Tomatenmark , von dem heute im Vereinigten Königreich doppelt so viele	Dosen	verkauft werden wie von normalem Tomatenmark - langsam eine Vorliebe für genetisch veränderte Produkte bei der Bevölkerung entwickeln wird .
30520501	Dosen	Dose|Dosis	Dosis	Es ist besorgniserregend , daß vielerorts in der Welt hohe	Dosen	von Antibiotika im Futter zur Stimulierung des Wachstums von Tieren eingesetzt werden .
30808567	Dosen	Dose|Dosis	Dose	Die EU subventioniert z.B. Tomaten in	Dosen	, und auf diese Weise werden südafrikanische Tomaten in ihrem eigenen Markt vollständig verdrängt - mit zunehmender Arbeitslosigkeit als Folge .
33796436	Dosen	Dose|Dosis	Dose	Er betrifft die Verwendung von Zuckerester in Kaffee und Tee in	Dosen	, die nun heiß direkt an den Kunden verkauft werden .
86663413	Dosen	Dose|Dosis	Dosis	Dementsprechend wurde ein im Hinblick auf die verwendeten	Dosen	viel zu weit gehender Antrag zu Recht nicht akzeptiert ;
163485905	dränge	dringen|drängen	drängen	In diesem Licht	dränge	ich tatsächlich auf positive Verwaltungserklärungen , und zwar auch der Mitgliedstaaten .
187224421	drängen	dringen|drängen	drängen	In diesem Stadium	drängen	sich vier Fragen auf :
222673034	dränge	dringen|drängen	drängen	Außerdem	dränge	ich auf die Einrichtung eines unabhängigen und transparenten Untersuchungsausschusses unter der Schirmherrschaft der Vereinten Nationen .
222848363	dränge	dringen|drängen	drängen	Deshalb	dränge	ich darauf , eine Botschaft der Solidarität mit den Bürgerinnen und Bürgern Birmas zu übermitteln , die unter der Unterdrückung durch die Behörden leiden und einen täglichen Kampf für die Achtung ihrer Grundrechte führen .
226187488	drängen	dringen|drängen	drängen	Wir	drängen	die Kommission daher , sich die Art und Weise genau anzusehen , in welcher die EZB den Banken geholfen hat , denn es ist klar , dass die Banken , welche die EZB um Hilfe baten , von einer Art Hilfe profitierten , um die solche Banken , die besser verwaltet wurden , nicht baten .
232907143	dränge	dringen|drängen	drängen	Ich	dränge	Island dazu , in den Verhandlungen verantwortungsvoller und flexibler zu sein und in den Diskussionen mehr Transparenz zu zeigen .
236999269	drängen	dringen|drängen	drängen	Wir haben unsere dringende Forderung nach einer Wiederaufnahme des Friedensprozesses wiederholt , und wir	drängen	beide Parteien zur Wiederaufnahme substanzieller Gespräche , um den Friedensprozess im Nahen Osten effektiv voranzutreiben .
51202099	drängen	dringen|drängen	drängen	Das Europäische Parlament und die Europäische Kommission	drängen	den Ministerrat schon seit zwei Jahren zur Annahme einer Regelung für die Aufnahme von Vertriebenen und die Verteilung der finanziellen Lasten bei humanitären Katastrophen großen Ausmaßes wie jetzt im Kosovo .
63135976	drängen	dringen|drängen	drängen	Dennoch	drängen	wir auf eine weitere Schwächung des öffentlichen Sektors und sind bereit , die Wettbewerbspolitik noch zu verschärfen , indem wir sogar staatliche Aufträge an Unternehmen der öffentlichen Hand als staatliche Beihilfen werten .
84419729	drängen	dringen|drängen	drängen	Sobald zweitens die Bedingungen für eine Rückführung gegeben sind und wir	drängen	bei allen möglichen und unmöglichen Stellen darauf , dass das so schnell wie möglich geschieht , werden die von ECHO für das Hilfsprogramm für Tansania bereitgestellten Mittel den Flüchtlingen in ihre Heimat folgen .
10376642	geduldet	dulden|gedulden	dulden	Herr Kommissar , es handelt sich hier um eine bewußte und kontinuierliche Anwendung von Gewalt , die von der Regierung	geduldet	wird , einer Gewalt , die unter dem Vorwand von Konjunkturschwankungen auf dem Erdbeermarkt angewendet wird und die sich gegen den gesamten spanischen Obst- und Gemüsesektor richtet .
159910297	geduldet	dulden|gedulden	dulden	Die EU und unsere Verbündeten in dieser Region sollten ein klares Signal setzen , dass die Anwendung von Gewalt nicht	geduldet	wird und Blutvergießen vermieden werden muss .
